titre,entreprise,contrat,localisation,salaire,description,lien,date_scraping,source,mot_cle_recherche
Machine Learning Engineer - Confirmé F/H,MATMUT,,,48 - 49 k€ brut annuel,"À la Matmut, nous n'exerçons pas juste un métier. Pour nous, sens et ambition sont indissociables. Nous rendons l'assurance accessible et équitable grâce à notre modèle mutualiste. Responsabilité, proximité, efficacité nous guident pour satisfaire chaque jour nos clients sociétai...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177948461W,2026-02-11,APEC,Data Scientist
Développeur senior Golang et Kubernetes F/H,PLATEFORME DES DONNEES DE SANTE,,,A négocier,"Au sein de l’équipe de développement d’infrastructure Data Gouvernance , en charge des applicatifs orientés data de la plateforme technologique, vous travaillerez dans un environnement de développement agile, en collaboration avec des administrateurs systèmes (opérateurs platefor...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177803788W,2026-02-11,APEC,Data Scientist
Scientist en Développement Procédé Upstream - SANOFI - R2839015 F/H,SUPPLAY LOGNES TC,,,A partir de 45 k€ brut annuel,"Supplay Marne-la-Vallée recrute pour Sanofi un(e) Scientist en Développement Procédé Upstream afin de soutenir des candidats biopharmaceutiques en phase précoce. Date de mission : 02/02/2026 - 01/02/2027 Lieu de mission : Vitry-sur-Seine Rémunération : 3 768,34 EUR brut mensuel...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178025826W,2026-02-11,APEC,Data Scientist
Spécialiste talents (3+ ans) — Outbound IT (Données/IA) — Selego F/H,SELEGO,,,A négocier,Vos missions (approche « chasseur de têtes ») 1) Prospection et chasse de têtes (activité principale) Constituer des listes de cibles et mener des campagnes de prospection ciblées et qualitatives sur LinkedIn et les communautés pertinentes . Rédiger des séquences de messages...,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178056384W,2026-02-11,APEC,Data Scientist
Ingénieur Data Science - Analyse Causale & Systèmes Complexes F/H,Hellowork,,,45 - 50 k€ brut annuel,"L'entreprise et le contexte : Nous accompagnons une entité dédiée à l'innovation et à la transformation industrielle d'un grand groupe coopératif français, fortement ancré dans son territoire, qui accélère aujourd'hui le déploiement de solutions Industrie 4.0 et IA appliquée au...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177959579W,2026-02-11,APEC,Data Scientist
Data Engineer - Aerospatial - Toulouse F/H,Handicap-Job.com,,,A négocier,"Description de l'entreprise Sopra Steria , acteur majeur de la Tech en Europe, avec 51000 collaborateurs dans près de 30 pays, est reconnu pour ses activités de conseil, de services et solutions numériques. Il aide ses clients à mener leur transformation digitale et à obtenir ...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178024260W,2026-02-11,APEC,Data Scientist
Tech lead fullstack F/H,STEP UP,,,50 - 55 k€ brut annuel,Fiche de poste – Tech Lead Software Engineer Full Stack (H/F) Localisation : Issy-les-Moulineaux Démarrage : ASAP Contrainte : Profil habilitable requis Contexte de la mission Dans le cadre d'un programme applicatif stratégique à forte exigence technique et sécuritaire...,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178113771W,2026-02-11,APEC,Data Scientist
Tech Lead DevOps - F/H,Seyos,,,A partir de 70 k€ brut annuel,"Notre client, la Caisse des Dépôts Informatique, est une entité clé dédiée à l'innovation et à la transformation numérique de la Caisse des Dépôts. Elle développe des solutions technologiques avancées pour soutenir les missions de cette institution publique. Rejoindre la CDC inf...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177910999W,2026-02-11,APEC,Data Scientist
Tech Lead DevOps - F/H,Seyos,,,A partir de 70 k€ brut annuel,"Notre client, la Caisse des Dépôts Informatique, est une entité clé dédiée à l'innovation et à la transformation numérique de la Caisse des Dépôts. Elle développe des solutions technologiques avancées pour soutenir les missions de cette institution publique. Rejoindre la CDC inf...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177998749W,2026-02-11,APEC,Data Scientist
Tech Lead DevOps F/H,Seyos,,,A partir de 70 k€ brut annuel,"Notre client, la Caisse des Dépôts Informatique, est une entité clé dédiée à l'innovation et à la transformation numérique de la Caisse des Dépôts. Elle développe des solutions technologiques avancées pour soutenir les missions de cette institution publique. Rejoindre la CDC inf...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177998750W,2026-02-11,APEC,Data Scientist
Développeur Python - Deeptech Saas F/H,Hellowork,,,45 - 50 k€ brut annuel,"Nous accompagnons aujourd'hui une DeepTech nantaise. Ils permettent aux équipes R&D industrielles de transformer leurs volumes massifs de données de simulation en un véritable levier de performance grâce à une plateforme SaaS combinant machine learning, traitement distribué et te...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177982064W,2026-02-11,APEC,Data Scientist
Chef de Projet Implementation F/H,MY PEPIT RECRUTEMENT,,,65 - 85 k€ brut annuel,"Poste : Chef de Projet Implementation H/F Secteur d’activité : Logiciel SaaS, ERP Localisation : Paris, (déplacements à prévoir) Salaire : 65 000 – 85 000€ + BSPCE Environnement : ERP SaaS, SQL, Excel, Scripting, Solutions no-code, API, Automatisation LE PROJET Vous rejoin...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178055430W,2026-02-11,APEC,Data Scientist
Ingénieur MLOps - ref NHA F/H,NEDSON,,,32 - 60 k€ brut annuel,"Dans le cadre du développement de nos activités IA et Machine Learning en Île-de-France, vous intégrerez des projets d’envergure pour nos clients partenaires (Grands Comptes et PME innovantes) Vous serez responsable de l’industrialisation, du déploiement et de la maintenance des ...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178083902W,2026-02-11,APEC,Data Scientist
Ingénieur DevOps Gpu F/H,Hellowork,,,A négocier,"Nous recherchons un·e Ingénieur·e DevOps GPU & Observabilité pour intervenir au sein d'une plateforme IA / ML, dans un environnement bancaire à forte exigence technique. Missions - Conception, déploiement et exploitation de plateformes GPU mutualisées - Mise en oeuvre de soluti...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178100843W,2026-02-11,APEC,Data Scientist
Tech Lead Simulation & 3D Engineering F/H,MINISTERE DES ARMEES ET DES ANCIENS COMBATTANTS,,,A partir de 45 k€ brut annuel,"Au sein de l’équipe « développement », et en qualité de Lead Tech Simulation, vous disposez de toute l'autonomie nécessaire pour définir l’architecture cible, et construire le moteur de simulation qui servira de terrain d'entraînement à nos intelligences artificielles. Vous êtes ...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177985185W,2026-02-11,APEC,Data Scientist
Développeur Java - Python F/H,Hellowork,,,42 - 45 k€ brut annuel,"Nous accompagnons un éditeur de solutions SaaS spécialisées dans la cybersécurité des noms de domaine (gestion de DNS, certificats SSL/TLS, cybersquatting, remédiation juridique, surveillance de marque), au service de la protection de l'identité numérique d'organisations critique...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177959446W,2026-02-11,APEC,Data Scientist
automatisation des architectures TI F/H,CARREVOLUTIS,,,A négocier,"Description de l'entreprise Acteur majeur de la scène financière européenne et mondiale, le Groupe BNP Paribas a pour mission de contribuer à une économie responsable et durable en finançant et en conseillant ses clients de manière éthique. La DSI de BNP Paribas s’appuie sur un...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177991504W,2026-02-11,APEC,Data Scientist
Developpeur IA / Génération IA - Java & Python F/H,Capgemini,,,A négocier,"• Diplôme d’ingénieur ou équivalent, avec au moins minimum 5 ans d’expérience en Java et Python, dont 2 ans minimum sur des projets IA/ML. • Votre niveau d’anglais vous permet de comprendre et communiquer efficacement dans un contexte professionnel. • Maîtrise des frameworks IA :...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178018278W,2026-02-11,APEC,Data Scientist
Médecin Dim F/H,Hellowork,,,54 - 130 k€ brut annuel,"Pour l'un de nos clients, le CHU de Poitiers, nous recherchons un médecin d'information médicale. Le Service d'Information Médicale (SIM) du CHU est composé, pour l'entité juridique, de 7,7 ETP de médecins, 32,3 ETP de techniciens de l'information médicale (TIM), 3 ETP de data m...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177959164W,2026-02-11,APEC,Data Scientist
Architecte Base de Données - CDI F/H,X-FAB FRANCE,,,A partir de 48 k€ brut annuel,"Nous recherchons un Database Architect (F/H) expérimenté pour rejoindre l’équipe IT de X-FAB France. Grâce à vos connaissances approfondies des systèmes de gestion de bases de données, vous concevez, implémentez et optimisez les architectures de données critiques pour l’entrepri...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178091490W,2026-02-11,APEC,Data Scientist
Développeur back Ruby confirmé - Scale-up Fintech F/H,Octopus IT,,,50 - 60 k€ brut annuel,"Vous rejoindrez une équipe pluridisciplinaire composée d'ingénieurs, de data scientists et d'experts en gestion d'actifs. Vos missions seront les suivantes : Concevoir une architecture logicielle hautement scalable (marque blanche). Rechercher des solutions aux défis technique...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178110626W,2026-02-11,APEC,Data Scientist
Adjoint au chef du pôle soutien et sécurisation numériques F/H,MINISTERE DE L'INTERIEUR,,,A négocier,"Description du poste Cadre général de vos missions Le pôle soutien et sécurisation numérique est chargé du bon fonctionnement en service régulier du SIRH Dialogue 2 et de ses interfaces, de sa sécurité et de son évolution. En particulier, il s’agit de fiabiliser les procédures...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178084548W,2026-02-11,APEC,Data Scientist
Platform Tech Leader IT Data F/H,Hellowork,,,A négocier,"Vous intègrerez la Direction IT Data de Peaksys, au sein d'une équipe de 7 personnes (manager, Platform Tech Leader, MlOps et MLE) qui gère la plateforme IA, utilisée essentiellement par les Data Scientist et MLE (30 personnes), et déploie la culture MLOps au sein de l'entreprise...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177951960W,2026-02-11,APEC,Data Scientist
CDD - Chef de projet IA et valorisation des données non structurées - F/H,URSSAF CAISSE NATIONALE,,,48 - 58 k€ brut annuel,"CDD de droit public de 12 mois -> Analyse et Inventaire des Données non structurées : - Cartographier et documenter par priorité métier les données non structurées disponibles au sein de l'organisation (sources, volumes, formats, localisation, propriétaires ) - Évaluer la ...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178068220W,2026-02-11,APEC,Data Scientist
Tech lead JAVA /fullstack - F/H,Handicap-Job.com,,,A négocier,"Missions, équipe et environnement de travail, ça donne quoi ? La direction « Data & AI » de BNP Paribas Cardif vise à placer la donnée et l’intelligence artificielle au cœur de sa stratégie. La plateforme Domino Datalab permet à plus de 100 data scientists répartis dans 30 pays d...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178103069W,2026-02-11,APEC,Data Scientist
"Développeur Python, C#, React F/H",Batiactu,,,A négocier,"Connexion, performance, efficience énergétique, datas : dans un monde en évolution permanente, VINCI Energies accélère le déploiement des nouvelles technologies pour concrétiser deux mutations majeures : la transformation digitale et la transition énergétique. Ancrées dans les te...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177961008W,2026-02-11,APEC,Data Scientist
INGENIEUR DEVOPS PLATEFORME IA F/H,INFORMATIS TECHNOLOGY SYSTM,,,50 - 65 k€ brut annuel,"Dans le cadre d’un important projet avec un groupe international, nous recherchons un Ingénieur Devops Plateforme IA. Intégré à la DSI et encadré par son responsable, vous êtes en charge de : Missions principales : Gestion de la plateforme IA • Orchestration des workloads : A...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178007084W,2026-02-11,APEC,Data Scientist
Chercheur en Intelligence Artificielle - AI Agent F/H,Orange SA,,,55 - 60 k€ brut annuel,Pourquoi avons-nous besoin de vous ? Certaines tâches en traitement de données textuelles sont complexes et dépassent les capacités des modèles de langage classiques. Deux axes prometteurs émergent : les modèles de raisonnement et la construction de systèmes agentiques. Face à ce...,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178076594W,2026-02-11,APEC,Data Scientist
Team Lead IA - F/H,Atos,,,A négocier,"Rejoignez une aventure qui a du sens Votre rôle sera de piloter une squad qui déploie et industrialise l’usage de l’IA dans le cycle de vie du développement logiciel (SDLC) afin d’augmenter l’efficience des équipes de software engineer, tout en assurant la gouvernance, la maitris...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178034642W,2026-02-11,APEC,Data Scientist
IA Engineer F/H,Welcome to the Jungle,,,45 - 55 k€ brut annuel,"Vous souhaitez travailler dans un environnement dynamique, international et technologique, en contribuant à construire quelque chose de grand à partir de zéro ? Conformément à la stratégie commerciale du Groupe Admiral, L’olivier Assurance lance une initiative ambitieuse de Donn...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178080432W,2026-02-11,APEC,Data Scientist
Développeur Fullstack React - Python Senior F/H,Hellowork,,,A négocier,"Nous recherchons un développeur senior solide côté Back Python et à l'aise côté Front React pour concevoir, délivrer et opérer des solutions web modernes. Audelà du delivery, nous attendons une posture d'accompagnateur/formateur : coaching, pair programming, revues de code, parta...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178003750W,2026-02-11,APEC,Data Scientist
Actuaire - Assurance non-vie Automobile ) F/H,ACM GIE,,,A négocier,"Au sein de la Direction des Assurances de biens, l'équipe actuariat Mobilité du Particulier et du Pro veille à la rentabilité technique des produits de la branche (garanties des risques corporels et matériels …), qui sont à destination des particuliers et des professionnels, sur ...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178057334W,2026-02-11,APEC,Data Scientist
RESPONSABLE DES SYSTEMES INFORMATIQUES (LEAD TECH) F/H,BIBLIOTHEQUES SANS FRONTIERES,,,43 - 65 k€ brut annuel,"Le/la RSI a pour mission de garantir la cohérence, la sécurité et la performance de l’ensemble des systèmes d’information et des infrastructures numériques, tout en soutenant l’innovation technologique, la R&D et le développement de solutions matérielles, logicielles et d’IA adap...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178006669W,2026-02-11,APEC,Data Scientist
Chargé de mission F/H,SYND SELECTION AVICOLES AQUACOL FRANCAIS,,,34 - 38 k€ brut annuel,"Le GIS Avenir Élevages (AE) (https://www.gis-avenir-elevages.org/) rassemble les principaux acteurs de la recherche, du développement et de la formation en élevage. Véritable think tank des productions animales, il vise à produire et diffuser des connaissances et innovations pour...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178008826W,2026-02-11,APEC,Data Scientist
Chargé de développement pédagogique en santé numérique F/H,Université de Bordeaux,,,29 - 37 k€ brut annuel,"Activités principales Concevoir et scénariser les contenus des modules (cours, TD, études de cas) en intégrant des pédagogies actives et des outils numériques (R, Python, Docker). . Accompagner les équipes dans la mise en oeuvre des enseignements, la maîtrise des outils techn...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178033987W,2026-02-11,APEC,Data Scientist
Développeur senior Infrastructure As Code et Kubernetes F/H,PLATEFORME DES DONNEES DE SANTE,,,A négocier,"La direction technique de la Plateforme des Données de Santé est chargée de la conception , de l’implémentation et de la maintenance de la plateforme technologique des données de santé en France . Elle porte en outre des projets en interne visant à développer et optimiser le trai...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178048662W,2026-02-11,APEC,Data Scientist
Ingénieur·e R&D qualité produit F/H,SCIENCE ME UP,,,A négocier,"Vous maîtrisez la qualité produit et rêvez de contribuer à la digitalisation d’un grand groupe industriel ? Vous cherchez un poste avec un véritable impact sur la performance et la réduction de l’empreinte carbone ? ✅ Alors, continuez votre lecture… cette mission pourrait être ...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178050451W,2026-02-11,APEC,Data Scientist
MACHINE LEARNING ENGINEER F/H,CDISCOUNT,,,A négocier,"Rejoins Peaksys , viens faire du hors norme ta norme Tu intègreras la direction IT Offre de qualité en charge du moteur de recherche , du SEO, de la recommandation produit et de la qualification des offres. La mission est transverse et concernera l'ensemble de ces domaines d'acti...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177993507W,2026-02-11,APEC,Data Scientist
Consultant/Consultante Manager - People Strategy F/H,Capgemini,,,A négocier,"Vos missions Au sein des équipes Enterprise Transformation de Capgemini Invent, chez Workforce & Organization, vous accompagnerez les organisations dans la transformation stratégique de leurs effectifs pour anticiper les mutations du marché du travail et garantir la continuité et...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178066983W,2026-02-11,APEC,Data Scientist
Consultant/Consultante Manager Digital Finance F/H,Capgemini,,,A négocier,"Vous accompagnerez les CFO et les directions financières dans leur ensemble pour répondre aux grands enjeux de la fonction finance.Notre ambition est de permettre aux institutions et grandes entreprises de tirer parti des technologies disruptives (ERP type S/4HANA, EPM, RPA/iPA, ...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178095513W,2026-02-11,APEC,Data Scientist
Team Lead IA - F/H,Handicap-Job.com,,,A négocier,"Rejoignez une aventure qui a du sens Votre rôle sera de piloter une squad qui déploie et industrialise l’usage de l’IA dans le cycle de vie du développement logiciel (SDLC) afin d’augmenter l’efficience des équipes de software engineer, tout en assurant la gouvernance, la maitri...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178054283W,2026-02-11,APEC,Data Scientist
Poitiers - Développeur Full Stack F/H,Hellowork,,,A négocier,"Nous recherchons un(e) développeur(se) Full Stack passionné(e) et talentueux(se) pour rejoindre notre équipe dynamique, à taille humaine. Vous serez responsable de la conception, du développement et de la maintenance d'applications web performantes et innovantes. Ce poste vous p...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178071307W,2026-02-11,APEC,Data Scientist
Responsable des Offres IA F/H,Hellowork,,,A négocier,"· Piloter la construction d'offres IA : Animer des groupes de travail transverses (experts techniques, consultants, business developers) disséminés dans le groupe ALTEN Monde pour concevoir des offres techniques différenciantes (ex : solutions sectorielles, frameworks méthodologi...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178061675W,2026-02-11,APEC,Data Scientist
Consultant/Consultante Manager - Digital Workplace F/H,Capgemini,,,A négocier,"Vous accompagnerez les directions IT, RH et métiers dans leur transformation de l’environnement de travail, en mettant l’humain et l’expérience collaborateur au cœur des projets. Notre ambition est de permettre aux grandes entreprises et institutions de tirer pleinement parti des...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178095510W,2026-02-11,APEC,Data Scientist
Product Manager/PO F/H,Kelvya,,,45 - 52 k€ brut annuel,"Notre client est une Deeptech Nantaise venant de réaliser avec succès sa levée de fonds. Entrant dans la phase de lancement de son premier produit, un recrutement a été ouvert pour recruter le premier Product Manager qui devra être prêt a endosser au commencement une double ca...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177946241W,2026-02-11,APEC,Data Scientist
Chargé de Recrutement F/H,Hellowork,,,A négocier,"Nous cherchons à renforcer notre équipe RH avec un Chargé de Recrutement IT Senior, capable de devenir la référence sur les profils techniques pénuriques, tout en accompagnant les recrutements multi-métiers. Le chargé de recrutement sera spécialisé dans les métiers IT et digitaux...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178071161W,2026-02-11,APEC,Data Scientist
Chargé d'Etudes Actuarielles F/H,Hellowork,,,A négocier,"CE POSTE EST OUVERT A TOUT TYPE DE HANDICAP KLESIA s'engage à assurer un avenir serein et contribuer à la qualité de vie pour tous. KLESIA s'engage pour la société en apportant des solutions de prévention d'assurance de personnes et de services simples, innovantes, solidaires et...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177938084W,2026-02-11,APEC,Data Scientist
Secrétaire général de l'ENSAI F/H,GROUPE DES ECOLES NATIONALES D ECONOMIE ET STATISTIQUE,,,A négocier,"Le secrétariat général de l'ENSAI comprend les pôles suivants : gestion administrative-RH, budget et comptabilité, bibliothèque, logistique et vie étudiante. Il est composé de 4 agents de catégorie A, 7 agents de catégorie B et 1 agent de catégorie C. Le titulaire du poste a un...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177816398W,2026-02-11,APEC,Data Scientist
Data Analyst F/H,HOLIMEET - TIMTEK,,,A partir de 40 k€ brut annuel,"Aujourd'hui, nous sommes à la recherche d’un Développeur Data Analyst (H/F) pour intégrer notre équipe de Lyon. Vos missions seront de : Collaborer étroitement avec les Business Analystes afin d’identifier les besoins Data du métier grâce à des ateliers d’affinage. Collecter ...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177932173W,2026-02-11,APEC,Data Analyst
Data Analyst / Business Analyst Data /X F/H,GESER BEST,,,42 - 46 k€ brut annuel,"L'agence Geser-Best Paris recherche pour l'un de ses clients un/une Data Analyst / Business Analyst Data. En pleine transformation Data, le client renforce sa plateforme Data Cloud afin d’industrialiser la valorisation des données, renforcer leur qualité, mettre en place une gou...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178008265W,2026-02-11,APEC,Data Analyst
Data Analyst F/H,ALTELIOS TECHNOLOGY,,,32 - 45 k€ brut annuel,"Dans le cadre du renforcement des capacités analytiques opérationnelles, nous recherchons un·e Data Analyst pour accompagner les équipes métiers dans l’exploitation, la fiabilisation et la valorisation des données. Missions : Analyse opérationnelle : performance des processus...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178035019W,2026-02-11,APEC,Data Analyst
Data Analyst F/H,JEMS,,,45 - 55 k€ brut annuel,"Nous recherchons un(e) Data Analyst confirmé(e) capable d'accompagner les métiers dans l'aide à la décision. Vous aurez la charge de : Guider et accompagner les équipes métier dans l'exploitation et la valorisation de leurs données, identifier des leviers d'optimisation et pro...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178056225W,2026-02-11,APEC,Data Analyst
Data Analyst F/H,MICHAEL PAGE INTERNATIONAL FRANCE,,,45 - 55 k€ brut annuel,"En tant que Data Analyst, vous aurez les responsabilités suivantes : Amélioration de la qualité des réparations et réduction de redondances pannes : Comprendre grâce aux statistiques les phénomènes influant sur les retours rapides des vélos en atelier,. Présenter les résultats ...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177983056W,2026-02-11,APEC,Data Analyst
Data Analyst F/H,RANDSTAD DIGITAL FRANCE,,,34 - 42 k€ brut annuel,"Votre mission consistera à : Comprendre les problématiques métier et savoir les traduire de manière analytique, réaliser des études, interpréter et présenter les résultats des analyses grâce à des outils de data visualisation. Récupérer les données et les structurer afin de pou...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177596643W,2026-02-11,APEC,Data Analyst
Data Analyst F/H,AMILTONE,,,A partir de 30 k€ brut annuel,"Vos missions? En tant que Data Analyst (H/F), vous serez en charge des missions suivantes : - Cadrer et challenger les besoins de nos métiers - Elaborer la stratégie, analyser, concevoir et développer les traitements de données - Optimiser les flux existants - Contrôler la q...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178111576W,2026-02-11,APEC,Data Analyst
Data Analyst F/H,QUANTAFLOW,,,40 - 47 k€ brut annuel,"Dans ce cadre, Quantaflow renforce son pôle Conseil et recrute un(e) Data Analyst . DATA ANALYST - CDI - ISSY LES MOULINEAUX En intégrant le pôle Conseil, vous jouez un rôle clé dans la transformation de la donnée en leviers de performance commerciale. Vous concevez et prod...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178041604W,2026-02-11,APEC,Data Analyst
Data analyst F/H,KEL QUARTIER,,,40 - 50 k€ brut annuel,"Quelles sont les données dont j’ai besoin pour savoir si je peux construire sur un terrain en France une maison ou un immeuble de logements ? Un bureau, un commerce, un entrepôt, une centrale solaire, une éolienne, une antenne télécom, une carrière, etc ? C’est vous, en tant qu...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177817138W,2026-02-11,APEC,Data Analyst
Data Analyst F/H,Consort Group,,,40 - 45 k€ brut annuel,"Côté build : Créer, maintenir et faire évoluer les tableaux de bord Power BI de la plateforme interne. Concevoir des indicateurs pertinents pour améliorer le pilotage, la performance et la qualité de service. Développer une compréhension fine des métiers et des données manipul...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178082288W,2026-02-11,APEC,Data Analyst
Data Analyst F/H,OLAQIN,,,A partir de 40 k€ brut annuel,"La donnée est au cœur de notre mission : simplifier durablement le quotidien des professionnels de santé. En tant que membre de notre équipe Data, vous jouerez un rôle essentiel dans la structuration, l’analyse et la valorisation de nos données pour accompagner les équipes intern...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177762925W,2026-02-11,APEC,Data Analyst
Data Analyst Open Data F/H,Conseils d'Any,,,48 - 60 k€ brut annuel,"Afin d’accompagner la montée en charge de l’Open Data et de répondre à de nouveaux besoins fonctionnels et techniques, monclient souhaite renforcer ses équipes avec un Data Analyst expérimenté , intervenant sur la plateforme Data & Analytics. Contexte de la mission Localisat...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178091308W,2026-02-11,APEC,Data Analyst
Data Analyst F/H,FACEEL-IT,,,32 - 48 k€ brut annuel,"Contexte du poste : Dans le cadre du déploiement d'une solution basée sur la solution SAAS Manhattan active, nous recherchons un Data Analyst pour accompagner l’équipe projet. Ce poste est une belle opportunité pour un profil souhaitant monter en compétence sur des technologi...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178110899W,2026-02-11,APEC,Data Analyst
Data analyst F/H,Groupe Maurin,,,40 - 55 k€ brut annuel,"- Exploiter les données collectées sur le Datalake Big Data afin de produire des analyses riches et pertinentes. - Concevoir des tableaux de bord, rapports et visualisations via Tableau pour des utilisateurs métiers (direction, ventes, marketing, opérations). - Assurer le suivi...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178081947W,2026-02-11,APEC,Data Analyst
Data Analyst F/H,Groupe AVEM,,,A partir de 40 k€ brut annuel,"Rattaché(e) à Samuel, Responsable du service méthodes et engineering au sein de la direction supply chain, vous jouerez un rôle clef dans la compréhension des besoins « data » des équipes métiers. Vous collectez, exploitez et restituez les données afin de faciliter leur analyse p...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178066833W,2026-02-11,APEC,Data Analyst
Data Analyst F/H,EZDRIVE,,,40 - 50 k€ brut annuel,"Nous recrutons un(e) Chargé(e) dExploitation - Data Analyst pour notre station de contrôle en Martinique. Ce poste stratégique est au cœur de notre activité opérationnelle : vous serez le(la) garant(e) de la performance, de la rentabilité et de la stabilité de notre réseau de bor...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178005442W,2026-02-11,APEC,Data Analyst
Data Analyste F/H,AKKODIS FRANCE SAS,,,35 - 37 k€ brut annuel,"La ligne de service Consulting & Solutions d'Akkodis France renforce ses équipes en région et recrute un(e) Data Analyst dans le secteur de l'Énergie, Utilities et Oil & Gas. Ce poste propose un contrat adapté au contexte industriel et offre l'opportunité d'intervenir sur des pro...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178058864W,2026-02-11,APEC,Data Analyst
DATA ANALYST F/H,AKKODIS FRANCE SAS,,,40 - 45 k€ brut annuel,"Akkodis, est un acteur mondial de l'ingénierie et de l'IT et un leader dans la smart industrie. Nous accompagnons la transformation digitale de nos clients à travers quatre services : Consulting, Solutions, Talent et Academy. Nous co-créons et imaginons des solutions de pointe po...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177940370W,2026-02-11,APEC,Data Analyst
